tract_fips,num_killed,num_incidents,city_or_county,state,tract_square_mileage,2014_tract_population,2014_tract_population_black,2014_tract_population_over_age_25_with_no_hs_degree,2014_tract_population_below_poverty_line,,,,,,,,,,,
19057001000,1,1,Mediapolis,Iowa,150.79,"4,438",0.77%,8.11%,10.00%,,,,,,,,,,,
19003950200,1,1,Nodaway,Iowa,83.94,"2,259",1.37%,11.56%,16.02%,,,,,,,,,,,
19179960500,1,1,Ottumwa,Iowa,2.22,"2,479",5.45%,27.94%,35.38%,,,,,,,,,,,
19025950200,1,1,Pomeroy,Iowa,149.81,"3,236",0.90%,7.97%,15.57%,,,,,,,,,,,
19193003500,1,1,Sloan,Iowa,282.61,"3,974",0.91%,6.95%,6.39%,,,,,,,,,,,
19115450300,1,1,Wapello,Iowa,99.19,"4,150",0.12%,13.70%,13.40%,,,,,,,,,,,
19049050807,1,1,Waukee,Iowa,2.01,"7,392",0.00%,3.31%,3.67%,,,,,,,,,,,
19183960200,1,1,Wellman,Iowa,257.12,"4,809",0.44%,7.80%,5.72%,,,,,,,,,,,
20169001200,1,1,Assaria,Kansas,353.27,"3,888",0.10%,4.98%,8.90%,,,,,,,,,,,
20005081900,1,1,Atchison,Kansas,0.91,"3,525",4.45%,14.07%,31.55%,,,,,,,,,,,
20193953100,1,1,Colby,Kansas,74.12,"6,017",2.03%,7.29%,8.24%,,,,,,,,,,,
20033967600,1,1,Coldwater,Kansas,788.3,"1,911",0.00%,7.72%,4.97%,,,,,,,,,,,
20151968800,1,1,Cullison,Kansas,17.43,"3,870",0.39%,13.81%,12.40%,,,,,,,,,,,
20015020400,1,1,El Dorado,Kansas,1.14,"2,704",0.55%,9.68%,19.45%,,,,,,,,,,,
20061000600,1,1,Fort Riley,Kansas,13.27,"6,730",11.98%,2.46%,8.16%,,,,,,,,,,,
20055960600,1,1,Garden City,Kansas,34.28,"6,269",1.96%,48.01%,25.51%,,,,,,,,,,,
20091053707,1,1,Gardner,Kansas,1.1,"4,795",2.67%,3.82%,5.90%,,,,,,,,,,,
20161000500,1,1,Manhattan,Kansas,0.99,"5,036",2.26%,0.00%,54.43%,,,,,,,,,,,
20137951700,1,1,Norton,Kansas,878.13,"5,628",2.81%,13.87%,7.69%,,,,,,,,,,,
20063955200,1,1,Oakley,Kansas,574.02,"1,112",1.26%,5.90%,6.21%,,,,,,,,,,,
20161000900,1,1,Ogden,Kansas,124.67,"5,776",10.28%,7.77%,11.62%,,,,,,,,,,,
20091053555,1,1,Olathe,Kansas,0.58,"1,973",8.46%,5.79%,20.53%,,,,,,,,,,,
20091052102,1,1,Shawnee,Kansas,1,"2,720",2.35%,12.92%,10.33%,,,,,,,,,,,
20121100100,1,1,Spring Hill,Kansas,90.47,"3,519",4.23%,4.53%,3.27%,,,,,,,,,,,
20195955800,1,1,Wakeeney,Kansas,889.48,"2,959",0.34%,8.96%,6.35%,,,,,,,,,,,
21013960100,1,1,Arjay,Kentucky,81.71,"2,612",0.00%,41.11%,36.68%,,,,,,,,,,,
21007950200,1,1,Ballard County,Kentucky,62.21,"1,617",2.47%,17.46%,24.86%,,,,,,,,,,,
21121930500,1,1,Barbourville,Kentucky,57.87,"5,319",1.24%,27.75%,24.78%,,,,,,,,,,,
21011970200,1,1,Bath County,Kentucky,129.81,"6,144",1.40%,20.30%,23.39%,,,,,,,,,,,
21163970500,1,1,Battletown,Kentucky,124.72,"3,414",2.28%,23.15%,10.05%,,,,,,,,,,,
21013960400,1,1,Bell (county),Kentucky,52.89,"1,657",0.36%,35.69%,16.78%,,,,,,,,,,,
21227011700,1,1,Bowling Green,Kentucky,57.15,"7,842",6.86%,14.64%,14.12%,,,,,,,,,,,
21203950300,1,1,Brodhead,Kentucky,106.05,"4,047",0.00%,19.37%,25.45%,,,,,,,,,,,
21177960700,1,1,Browder,Kentucky,58.66,"3,555",1.43%,34.91%,25.40%,,,,,,,,,,,
21029020900,1,1,Bullitt (county),Kentucky,31.57,"2,659",0.00%,22.90%,10.87%,,,,,,,,,,,
21057950100,1,1,Burkesville,Kentucky,156.4,"3,793",6.01%,30.15%,28.63%,,,,,,,,,,,
21045950100,1,1,Casey County,Kentucky,91.34,"1,311",0.00%,26.22%,35.32%,,,,,,,,,,,
21049020500,1,1,Clark (county),Kentucky,46.69,"2,845",1.65%,9.51%,9.56%,,,,,,,,,,,
21117066900,1,1,Covington (Ludlow),Kentucky,1.96,"4,238",0.73%,20.51%,26.24%,,,,,,,,,,,
21081920200,1,1,Dry Ridge,Kentucky,68.83,"7,447",0.04%,15.65%,12.88%,,,,,,,,,,,
21063920100,1,1,Elliott County,Kentucky,129.77,"5,597",4.29%,22.29%,23.78%,,,,,,,,,,,
21117065600,1,1,Elsmere,Kentucky,1.25,"5,588",14.94%,13.87%,16.18%,,,,,,,,,,,
21117063603,1,1,Erlanger (Elsmere),Kentucky,4.74,"8,905",1.41%,14.07%,13.55%,,,,,,,,,,,
21043960600,1,1,Grayson,Kentucky,42.55,"6,556",0.44%,15.85%,13.93%,,,,,,,,,,,
21085950200,1,1,Grayson (county),Kentucky,51.26,"3,144",0.64%,18.38%,19.47%,,,,,,,,,,,
21089040502,1,1,Greenup (county),Kentucky,95.96,"4,886",4.07%,25.10%,22.64%,,,,,,,,,,,
21153970400,1,1,Gunlock,Kentucky,86.74,"2,264",0.00%,49.76%,34.28%,,,,,,,,,,,
21095970800,1,1,Harlan (county),Kentucky,4.35,"1,381",5.50%,14.36%,32.01%,,,,,,,,,,,
21117063605,1,1,Independence,Kentucky,14.84,"11,580",3.48%,10.80%,7.03%,,,,,,,,,,,
21125971101,1,1,Laurel County,Kentucky,81.61,"2,373",0.00%,21.09%,8.18%,,,,,,,,,,,
21155970200,1,1,Lebanon,Kentucky,20.1,"4,456",20.78%,19.34%,15.51%,,,,,,,,,,,
21029021200,1,1,Lebanon Junction,Kentucky,64.12,"4,689",0.00%,17.58%,14.29%,,,,,,,,,,,
21085950300,1,1,Leitchfield,Kentucky,28.26,"3,862",0.60%,30.78%,25.25%,,,,,,,,,,,
21127930100,1,1,Louisa,Kentucky,72.7,"6,974",0.24%,17.82%,19.41%,,,,,,,,,,,
21151010102,1,1,Mc Daniels (McDaniels),Kentucky,41.88,"7,473",0.86%,11.76%,13.53%,,,,,,,,,,,
21109960200,1,1,Mckee,Kentucky,97.91,"2,730",0.00%,27.08%,21.98%,,,,,,,,,,,
21171930400,1,1,Monroe County,Kentucky,132.28,"4,018",2.91%,23.87%,26.31%,,,,,,,,,,,
21205950400,1,1,Morehead,Kentucky,77.7,"3,982",1.18%,32.17%,28.08%,,,,,,,,,,,
21099970400,1,1,Munfordville (Rowletts),Kentucky,77.56,"5,217",8.78%,26.55%,31.74%,,,,,,,,,,,
21199930300,1,1,Nancy,Kentucky,125.92,"4,911",0.49%,14.81%,15.27%,,,,,,,,,,,
21195930300,1,1,Pikeville,Kentucky,1.23,"3,512",6.95%,26.18%,28.39%,,,,,,,,,,,
21237930200,1,1,Pine Ridge,Kentucky,95.8,"3,625",0.41%,37.14%,44.72%,,,,,,,,,,,
21199930401,1,1,Pulaski (county),Kentucky,15.13,"3,345",0.48%,18.19%,23.68%,,,,,,,,,,,
21093000400,1,1,Radcliff,Kentucky,2.47,"4,888",17.45%,13.41%,26.17%,,,,,,,,,,,
21145031100,1,1,Reidland,Kentucky,10.75,"5,693",5.69%,10.32%,12.61%,,,,,,,,,,,
21019031100,1,1,Rush,Kentucky,76.04,"7,744",0.00%,11.21%,10.54%,,,,,,,,,,,
21209040100,1,1,Scott (county),Kentucky,1.97,"5,030",7.71%,21.26%,17.16%,,,,,,,,,,,
21211040302,1,1,Shelbyville,Kentucky,1.58,"3,420",15.09%,27.65%,20.58%,,,,,,,,,,,
21029020701,1,1,Shepherdsville,Kentucky,4.9,"6,014",5.09%,11.13%,20.60%,,,,,,,,,,,
21215080101,1,1,Spencer (county),Kentucky,18.19,"4,006",1.10%,8.56%,4.04%,,,,,,,,,,,
21209040501,1,1,Stamping Ground,Kentucky,41.59,"2,400",0.46%,15.15%,15.96%,,,,,,,,,,,
21119960400,1,1,Topmost,Kentucky,52.96,"2,639",0.00%,43.80%,28.95%,,,,,,,,,,,
21193970800,1,1,Viper,Kentucky,49.33,"2,640",0.00%,28.77%,24.17%,,,,,,,,,,,
21047201100,1,1,White Plains,Kentucky,143.29,"4,096",3.71%,17.59%,22.80%,,,,,,,,,,,
21007950300,1,1,Wickliffe,Kentucky,68.33,"2,366",2.37%,16.89%,10.61%,,,,,,,,,,,
21113060400,1,1,Wilmore,Kentucky,27.64,"8,353",1.22%,13.25%,13.66%,,,,,,,,,,,
22079012800,1,1,Alexandria,Louisiana,1.29,844,95.62%,25.55%,15.17%,,,,,,,,,,,
22105953400,1,1,Amite,Louisiana,28.52,"6,028",55.42%,26.85%,21.70%,,,,,,,,,,,
22067950800,1,1,Bastrop,Louisiana,3.52,"3,410",88.97%,20.40%,38.97%,,,,,,,,,,,
22015011105,1,1,Bossier (county),Louisiana,14.21,"7,354",7.90%,14.15%,9.65%,,,,,,,,,,,
22015010701,1,1,Bossier City,Louisiana,0.89,"3,998",31.44%,13.14%,19.53%,,,,,,,,,,,
22015011001,1,1,Bossier Parish,Louisiana,55.65,"7,944",17.02%,6.52%,13.20%,,,,,,,,,,,
22109001000,1,1,Bourg,Louisiana,19.01,"5,950",10.07%,20.31%,14.05%,,,,,,,,,,,
22001960100,1,1,Church Point,Louisiana,18.24,"6,053",28.93%,31.05%,33.24%,,,,,,,,,,,
22029000200,1,1,Concordia Parish,Louisiana,19.39,"5,503",75.60%,30.76%,49.10%,,,,,,,,,,,
22011960200,1,1,Deridder,Louisiana,124.72,"4,129",3.68%,21.41%,15.65%,,,,,,,,,,,
22039950100,1,1,Evangeline Parish,Louisiana,159.42,"6,745",15.49%,31.63%,10.11%,,,,,,,,,,,
22103040202,1,1,Folsom,Louisiana,55.71,"6,274",1.35%,12.47%,11.99%,,,,,,,,,,,
22095070600,1,1,Garyville,Louisiana,17.99,"2,517",54.43%,20.93%,42.63%,,,,,,,,,,,
22089062700,1,1,Hahnville,Louisiana,28.16,"4,345",54.02%,26.11%,21.22%,,,,,,,,,,,
22019002100,1,1,Iowa,Louisiana,4.47,"3,013",31.20%,14.61%,17.86%,,,,,,,,,,,
22017024102,1,1,Keithville,Louisiana,13.29,"4,116",25.95%,16.56%,10.06%,,,,,,,,,,,
22055001903,1,1,Lafayette Parish,Louisiana,6.16,"6,363",20.89%,15.10%,16.05%,,,,,,,,,,,
22019002203,1,1,Lake Charles (Moss Bluff),Louisiana,5.07,"7,050",5.97%,7.67%,5.55%,,,,,,,,,,,
22115950900,1,1,Leesville,Louisiana,82.78,"7,030",7.87%,12.59%,14.03%,,,,,,,,,,,
22031950400,1,1,Mansfield,Louisiana,27.74,"2,810",58.43%,24.87%,23.99%,,,,,,,,,,,
22085000500,1,1,Many,Louisiana,26.08,"3,369",51.94%,22.47%,36.95%,,,,,,,,,,,
22045031000,1,1,New Iberia,Louisiana,0.77,"3,100",82.77%,25.69%,29.81%,,,,,,,,,,,
22089062400,1,1,New Sarpy,Louisiana,32.25,"1,478",32.61%,14.84%,12.86%,,,,,,,,,,,
22003950400,1,1,Oberlin,Louisiana,195.62,"4,671",14.24%,17.79%,14.99%,,,,,,,,,,,
22097961500,1,1,Opelousas,Louisiana,2.66,"4,476",57.53%,21.62%,33.85%,,,,,,,,,,,
22079011500,1,1,Pineville,Louisiana,6.5,"7,571",21.24%,10.02%,11.31%,,,,,,,,,,,
22033004700,1,1,Pride,Louisiana,80.78,"6,893",36.86%,12.99%,22.57%,,,,,,,,,,,
22057021800,1,1,Raceland,Louisiana,3.95,"4,569",29.09%,26.82%,18.76%,,,,,,,,,,,
22001960600,1,1,Rayne,Louisiana,13.25,"6,190",22.47%,24.20%,12.16%,,,,,,,,,,,
22095070700,1,1,Reserve,Louisiana,10.23,"4,414",31.26%,22.71%,10.83%,,,,,,,,,,,
22099020900,1,1,Saint Martinville,Louisiana,6.81,"1,811",41.19%,35.13%,19.93%,,,,,,,,,,,
22019002800,1,1,Sulphur,Louisiana,1.75,"4,480",6.34%,23.32%,33.21%,,,,,,,,,,,
22097961900,1,1,Sunset,Louisiana,9.28,"3,523",54.90%,15.66%,21.52%,,,,,,,,,,,
22105953300,1,1,Tangipahoa (county),Louisiana,57.25,"3,682",63.12%,25.07%,34.44%,,,,,,,,,,,
22057020400,1,1,Thibodaux,Louisiana,0.66,"2,273",68.85%,33.61%,26.70%,,,,,,,,,,,
22113950902,1,1,Vermilion (county),Louisiana,39.61,"7,628",17.12%,18.25%,12.21%,,,,,,,,,,,
22051027100,1,1,Westwego,Louisiana,1.14,"2,691",12.67%,19.92%,15.90%,,,,,,,,,,,
22051027502,1,1,Westwego (Avondale),Louisiana,4.36,"3,540",99.38%,29.66%,14.15%,,,,,,,,,,,
22127960300,1,1,Winnfield,Louisiana,3.67,"2,680",29.78%,28.49%,37.13%,,,,,,,,,,,
23031023500,1,1,Acton,Maine,108.76,"6,672",0.16%,6.21%,10.49%,,,,,,,,,,,
23011011000,1,1,Gardiner,Maine,14.02,"4,339",0.58%,8.09%,10.83%,,,,,,,,,,,
23005000300,1,1,Portland,Maine,0.65,"2,587",11.33%,6.77%,39.35%,,,,,,,,,,,
23003952600,1,1,Smyrna,Maine,194.03,"3,001",0.20%,15.05%,18.19%,,,,,,,,,,,
23005003000,1,1,South Portland,Maine,5.39,"6,306",3.89%,6.97%,16.84%,,,,,,,,,,,
23015975200,1,1,Waldoboro,Maine,71.5,"5,035",0.00%,10.46%,18.83%,,,,,,,,,,,
23007971300,1,1,Wilton,Maine,41.26,"4,068",0.15%,5.94%,20.08%,,,,,,,,,,,
23011014000,1,1,Winthrop,Maine,31.19,"6,046",0.00%,3.91%,6.02%,,,,,,,,,,,
24033801302,1,1,Accokeek,Maryland,10.91,"2,442",42.71%,7.04%,1.88%,,,,,,,,,,,
24033804001,1,1,Bladensburg,Maryland,0.32,"4,952",76.78%,16.81%,23.32%,,,,,,,,,,,
24033800410,1,1,Bowie,Maryland,5.55,"6,819",51.66%,6.16%,2.52%,,,,,,,,,,,
24031701422,1,1,Burtonsville,Maryland,0.12,"2,938",79.99%,7.98%,13.55%,,,,,,,,,,,
24033807405,1,1,College Park,Maryland,2.74,"6,024",22.63%,14.89%,9.48%,,,,,,,,,,,
24027605602,1,1,Columbia,Maryland,2.81,"7,120",17.72%,3.07%,3.53%,,,,,,,,,,,
24031700205,1,1,Damascus,Maryland,9.04,"7,328",7.01%,2.62%,2.63%,,,,,,,,,,,
24033802301,1,1,District Heights,Maryland,0.63,"3,556",90.49%,11.16%,6.27%,,,,,,,,,,,
24025301602,1,1,Edgewood,Maryland,2.51,"7,995",35.68%,6.26%,10.54%,,,,,,,,,,,
24015030400,1,1,Elkton,Maryland,1.84,"5,375",18.38%,28.66%,24.67%,,,,,,,,,,,
24033802103,1,1,Forestville,Maryland,0.73,"3,207",70.66%,16.31%,6.52%,,,,,,,,,,,
24003740603,1,1,Fort George G Meade,Maryland,18.42,"1,822",14.54%,2.05%,2.52%,,,,,,,,,,,
24033803612,1,1,Hyattsville (New Carrollton),Maryland,0.59,"3,101",67.88%,15.87%,8.90%,,,,,,,,,,,
24017850202,1,1,Indian Head,Maryland,2.23,"4,863",44.77%,10.19%,9.29%,,,,,,,,,,,
24009860900,1,1,Lusby,Maryland,15.53,"6,675",19.87%,6.94%,8.45%,,,,,,,,,,,
24005451802,1,1,Middle River,Maryland,4.28,"3,811",1.10%,17.44%,5.01%,,,,,,,,,,,
24031701308,1,1,Montgomery County (county),Maryland,5.29,"3,240",11.39%,3.20%,2.65%,,,,,,,,,,,
24021751802,1,1,Mount Airy,Maryland,25.2,"3,902",1.54%,8.95%,0.49%,,,,,,,,,,,
24031701315,1,1,Olney,Maryland,1.01,"4,760",14.75%,2.99%,1.64%,,,,,,,,,,,
24005492402,1,1,Owings Mills,Maryland,1.23,"6,681",54.06%,4.02%,7.36%,,,,,,,,,,,
24033802804,1,1,Prince George,Maryland,2.05,"5,508",92.81%,11.60%,11.82%,,,,,,,,,,,
24033800704,1,1,Prince Georges,Maryland,3.32,"4,976",85.59%,2.76%,1.00%,,,,,,,,,,,
24005402201,1,1,Randallstown,Maryland,15.09,"3,903",47.19%,4.37%,14.09%,,,,,,,,,,,
24005404404,1,1,Reisterstown,Maryland,1.63,"4,676",23.67%,6.61%,9.94%,,,,,,,,,,,
24019970100,1,1,Rhodesdale,Maryland,93.03,"2,748",25.44%,15.44%,9.79%,,,,,,,,,,,
24005450100,1,1,Rosedale,Maryland,3.52,"4,056",5.13%,19.81%,6.46%,,,,,,,,,,,
24043011600,1,1,Sharpsburg,Maryland,20.74,"3,038",0.82%,9.39%,7.14%,,,,,,,,,,,
24013501002,1,1,Taneytown,Maryland,30.87,"5,144",2.45%,8.63%,12.87%,,,,,,,,,,,
24033800707,1,1,Upper Marlboro,Maryland,5.97,"2,827",84.22%,9.10%,3.86%,,,,,,,,,,,
24017851500,1,1,Waldorf,Maryland,5.01,"8,076",56.76%,3.58%,2.48%,,,,,,,,,,,
24005401301,1,1,Woodlawn,Maryland,0.45,"3,580",72.21%,15.65%,7.63%,,,,,,,,,,,
25003922100,1,1,Adams,Massachusetts,0.77,"2,564",0.59%,17.13%,16.15%,,,,,,,,,,,
25001012502,1,1,Barnstable,Massachusetts,2.3,"2,858",3.78%,5.63%,14.31%,,,,,,,,,,,
25009217300,1,1,Beverly,Massachusetts,0.94,"4,370",0.41%,6.81%,14.78%,,,,,,,,,,,
25027747102,1,1,Blackstone,Massachusetts,5.38,"3,767",3.72%,6.91%,6.85%,,,,,,,,,,,
25001013900,1,1,Bourne,Massachusetts,6.06,"5,438",3.18%,1.21%,13.33%,,,,,,,,,,,
25017332400,1,1,Burlington,Massachusetts,4.15,"3,981",2.16%,1.75%,5.20%,,,,,,,,,,,
25017353101,1,1,Cambridge,Massachusetts,0.16,"2,413",8.37%,5.04%,21.26%,,,,,,,,,,,
25027710600,1,1,Fitchburg,Massachusetts,1.24,"6,544",0.87%,19.46%,22.85%,,,,,,,,,,,
25001015300,1,1,Hyannis,Massachusetts,5.1,"3,026",10.94%,14.78%,30.24%,,,,,,,,,,,
25009206300,1,1,Lynn,Massachusetts,0.23,"3,912",17.79%,19.53%,18.20%,,,,,,,,,,,
25023506101,1,1,Marshfield,Massachusetts,9.86,"6,771",0.32%,1.85%,5.04%,,,,,,,,,,,
25009252400,1,1,Methuen,Massachusetts,0.34,"4,197",3.38%,32.91%,19.82%,,,,,,,,,,,
25021407100,1,1,Millis,Massachusetts,12.02,"8,007",0.05%,4.14%,6.31%,,,,,,,,,,,
25005611202,1,1,Norton,Massachusetts,6.38,"6,562",0.72%,5.88%,5.76%,,,,,,,,,,,
25005645101,1,1,Swansea,Massachusetts,2.16,"4,497",0.29%,11.42%,6.45%,,,,,,,,,,,
25005614000,1,1,Taunton,Massachusetts,0.75,"4,469",10.14%,28.00%,29.89%,,,,,,,,,,,
25017335302,1,1,Wakefield,Massachusetts,1.99,"5,149",0.00%,3.67%,2.39%,,,,,,,,,,,
25027754300,1,1,Webster,Massachusetts,0.42,"3,250",11.05%,17.80%,25.60%,,,,,,,,,,,
25021422800,1,1,Weymouth,Massachusetts,0.89,"3,935",0.13%,3.76%,4.75%,,,,,,,,,,,
26161400100,1,1,Ann Arbor,Michigan,0.17,"1,687",2.61%,8.14%,51.81%,,,,,,,,,,,
26015010401,1,1,Barry (county),Michigan,33.43,"3,308",0.00%,15.00%,19.07%,,,,,,,,,,,
26017280300,1,1,Bay City,Michigan,0.26,"1,267",3.08%,8.43%,36.54%,,,,,,,,,,,
26067030300,1,1,Belding,Michigan,2.79,"2,867",0.00%,19.93%,20.65%,,,,,,,,,,,
26009960400,1,1,Bellaire,Michigan,45.64,"3,360",0.65%,7.01%,13.21%,,,,,,,,,,,
26125150100,1,1,Bloomfield Hills (Bloomfield Township),Michigan,2.51,"3,717",23.14%,4.77%,6.81%,,,,,,,,,,,
26021020100,1,1,Buchanan,Michigan,29.97,"2,473",5.46%,6.78%,12.98%,,,,,,,,,,,
26117970400,1,1,Cato Township,Michigan,36.85,"3,175",0.25%,14.11%,23.46%,,,,,,,,,,,
26149041200,1,1,Centreville,Michigan,54.33,"3,114",2.41%,9.73%,7.35%,,,,,,,,,,,
26099240600,1,1,Clinton Township,Michigan,2.18,"7,044",8.05%,5.48%,6.06%,,,,,,,,,,,
26049010110,1,1,Clio,Michigan,1.11,"2,601",0.08%,15.86%,21.15%,,,,,,,,,,,
26125134400,1,1,Commerce Township,Michigan,3.8,"4,520",0.75%,5.03%,8.72%,,,,,,,,,,,
26037010902,1,1,Dewitt,Michigan,71.34,"4,728",0.72%,6.66%,2.73%,,,,,,,,,,,
26027002000,1,1,Dowagiac,Michigan,35.13,"4,534",5.21%,10.79%,16.72%,,,,,,,,,,,
26033971100,1,1,Drummond Island,Michigan,152.29,"1,585",0.00%,6.46%,5.99%,,,,,,,,,,,
26065004100,1,1,East Lansing,Michigan,0.34,"4,590",3.44%,3.17%,62.42%,,,,,,,,,,,
26125168900,1,1,Farmington (Farmington Hills),Michigan,0.5,"4,696",21.89%,0.96%,6.67%,,,,,,,,,,,
26099254500,1,1,Fraser,Michigan,1.01,"4,163",11.87%,10.06%,14.65%,,,,,,,,,,,
26051000800,1,1,Gladwin (county),Michigan,45.2,"3,820",0.05%,11.08%,21.81%,,,,,,,,,,,
26081012703,1,1,Grand Rapids (Kentwood),Michigan,1.01,"5,073",23.95%,11.30%,14.90%,,,,,,,,,,,
26163551400,1,1,Harper Woods,Michigan,0.92,"4,345",47.53%,14.92%,10.47%,,,,,,,,,,,
26059051100,1,1,Hillsdale County,Michigan,104.43,"3,885",0.13%,14.99%,29.68%,,,,,,,,,,,
26081012004,1,1,Kent (county),Michigan,6.71,"4,672",0.30%,9.08%,10.83%,,,,,,,,,,,
26125128300,1,1,Lake Orion (Orion Township),Michigan,1.9,"4,355",0.76%,4.35%,6.13%,,,,,,,,,,,
26163577200,1,1,Lincoln Park,Michigan,0.75,"3,500",6.71%,32.11%,26.89%,,,,,,,,,,,
26109960600,1,1,Menominee,Michigan,1.28,"3,943",0.20%,9.01%,17.52%,,,,,,,,,,,
26115831100,1,1,Monroe,Michigan,10.93,"2,341",0.00%,13.56%,14.91%,,,,,,,,,,,
26073000600,1,1,Mount Pleasant,Michigan,0.91,"4,295",6.12%,6.55%,40.54%,,,,,,,,,,,
26049012904,1,1,Mundy Township,Michigan,12.7,"6,222",3.29%,6.62%,7.49%,,,,,,,,,,,
26133970100,1,1,Osceola (county),Michigan,127.51,"4,134",0.15%,11.83%,24.12%,,,,,,,,,,,
26091061200,1,1,Palmyra,Michigan,34.25,"1,743",0.00%,6.12%,11.76%,,,,,,,,,,,
26163555400,1,1,Redford (Redford Twp),Michigan,0.68,"2,838",75.30%,6.87%,21.67%,,,,,,,,,,,
26125190800,1,1,Rochester (Rochester Hills),Michigan,3.07,"3,425",4.93%,3.24%,2.31%,,,,,,,,,,,
26143971000,1,1,Roscommon (county),Michigan,117.35,"4,212",0.26%,15.78%,22.15%,,,,,,,,,,,
26099256100,1,1,Roseville,Michigan,0.39,"2,654",18.05%,21.46%,29.65%,,,,,,,,,,,
26125184200,1,1,Royal Oak,Michigan,0.55,"4,176",0.31%,5.37%,8.67%,,,,,,,,,,,
26125183800,1,1,Royal Oaks,Michigan,1.04,"4,555",5.01%,3.60%,5.29%,,,,,,,,,,,
26163581200,1,1,Southgate,Michigan,1,"3,547",5.30%,9.83%,7.41%,,,,,,,,,,,
26081010102,1,1,Spencer Township,Michigan,12.92,"2,505",0.16%,13.78%,18.20%,,,,,,,,,,,
26125126500,1,1,Springfield Township,Michigan,12.52,"3,118",0.00%,4.13%,3.46%,,,,,,,,,,,
26117970800,1,1,Stanton,Michigan,36.12,"4,852",2.33%,13.55%,22.90%,,,,,,,,,,,
26077003004,1,1,Texas Township,Michigan,11.26,"7,522",3.30%,3.56%,4.71%,,,,,,,,,,,
26149040200,1,1,Three Rivers,Michigan,1.72,"1,706",16.24%,25.60%,45.25%,,,,,,,,,,,
26163594300,1,1,Trenton,Michigan,0.7,"3,100",1.58%,7.81%,7.68%,,,,,,,,,,,
26125197702,1,1,Troy,Michigan,1.21,"1,919",8.49%,2.75%,8.08%,,,,,,,,,,,
26099268300,1,1,Warren,Michigan,0.65,"3,193",46.79%,30.77%,44.66%,,,,,,,,,,,
26163567000,1,1,Westland,Michigan,1.35,"3,360",42.71%,19.93%,19.58%,,,,,,,,,,,
26155031402,1,1,Woodhull Township,Michigan,25.53,"3,769",1.72%,4.81%,6.77%,,,,,,,,,,,
26161407400,1,1,Ypsilanti (Superior Township),Michigan,2.25,"5,837",35.57%,17.20%,27.12%,,,,,,,,,,,
27001770300,1,1,Aitken,Minnesota,33.43,"3,544",0.76%,12.97%,15.41%,,,,,,,,,,,
27137013800,1,1,Aurora,Minnesota,3.74,"1,587",0.06%,10.48%,18.08%,,,,,,,,,,,
27007450200,1,1,Bemidji,Minnesota,35.99,"6,994",1.09%,6.79%,12.87%,,,,,,,,,,,
27053025903,1,1,Bloomington,Minnesota,3.08,"6,293",4.10%,4.86%,7.93%,,,,,,,,,,,
27035951200,1,1,Brainerd,Minnesota,3.04,"2,489",4.66%,8.30%,21.13%,,,,,,,,,,,
27105105100,1,1,Brewster,Minnesota,289.99,"2,773",0.14%,9.70%,9.59%,,,,,,,,,,,
27061480700,1,1,Cohasset,Minnesota,198.41,"5,327",0.49%,3.38%,4.41%,,,,,,,,,,,
27137000300,1,1,Duluth,Minnesota,16.67,"7,868",4.86%,9.40%,13.26%,,,,,,,,,,,
27111961000,1,1,Fergus Falls,Minnesota,11.42,"4,675",1.37%,8.71%,7.91%,,,,,,,,,,,
27003051201,1,1,Fridley,Minnesota,0.92,"3,706",23.61%,9.84%,21.75%,,,,,,,,,,,
27085950400,1,1,Hutchinson,Minnesota,5.08,"7,831",0.49%,6.75%,5.94%,,,,,,,,,,,
27139080800,1,1,Jordan,Minnesota,44.19,"8,248",0.02%,5.37%,4.91%,,,,,,,,,,,
27163070304,1,1,Mahtomedi,Minnesota,1.62,"4,789",1.25%,1.57%,10.59%,,,,,,,,,,,
27013171101,1,1,Mankato,Minnesota,0.71,"6,424",6.80%,7.65%,39.55%,,,,,,,,,,,
27123042201,1,1,Maplewood,Minnesota,0.72,"1,595",2.95%,8.18%,8.97%,,,,,,,,,,,
27003051400,1,1,Minneapolis (Columbia Heights),Minnesota,0.82,"4,953",20.23%,14.26%,10.20%,,,,,,,,,,,
27053026507,1,1,Minneapolis (Plymouth),Minnesota,2.74,"4,654",6.64%,3.08%,9.82%,,,,,,,,,,,
27065480300,1,1,Mora,Minnesota,7.45,"3,713",0.00%,17.43%,16.86%,,,,,,,,,,,
27053021503,1,1,New Hope,Minnesota,1.5,"4,918",13.66%,9.54%,8.60%,,,,,,,,,,,
27095970200,1,1,Onamia,Minnesota,93.09,"3,051",2.20%,15.70%,23.83%,,,,,,,,,,,
27053026712,1,1,Osseo (Maple Grove),Minnesota,1.18,"3,143",6.81%,1.61%,8.94%,,,,,,,,,,,
27131070300,1,1,Rice,Minnesota,94.37,"4,609",0.37%,8.82%,8.66%,,,,,,,,,,,
27139080301,1,1,Shakopee,Minnesota,11.5,"11,202",3.59%,7.27%,6.36%,,,,,,,,,,,
27031480100,1,1,Tofte,Minnesota,"1,394.96","3,419",1.46%,6.31%,9.59%,,,,,,,,,,,
27033270300,1,1,Windom,Minnesota,208.08,"3,359",0.00%,4.84%,16.85%,,,,,,,,,,,
28007060500,1,1,Attala (county),Mississippi,4.6,"3,759",47.17%,25.38%,28.25%,,,,,,,,,,,
