state,city_or_county,num_killed,num_incidents,num_killed_ranking,running_total_num_killed,running_total_percent_of_all_killed,running_total_num_incidents,running_total_percent_of_all_incidents
Florida,Largo,4,3,418,8553,65.45%,7695,66.22%
Florida,Melbourne,4,3,419,8557,65.49%,7698,66.24%
Florida,Palatka,4,3,420,8561,65.52%,7701,66.27%
Florida,Pensacola,4,4,421,8565,65.55%,7705,66.30%
Georgia,Acworth,4,3,422,8569,65.58%,7708,66.33%
Georgia,Athens,4,4,423,8573,65.61%,7712,66.36%
Georgia,Austell,4,4,424,8577,65.64%,7716,66.40%
Georgia,Cartersville,4,4,425,8581,65.67%,7720,66.43%
Georgia,Clarkesville,4,2,426,8585,65.70%,7722,66.45%
Georgia,Dawsonville,4,2,427,8589,65.73%,7724,66.47%
Georgia,Marietta,4,4,428,8593,65.76%,7728,66.50%
Georgia,Milledgeville,4,4,429,8597,65.79%,7732,66.53%
Georgia,Riverdale,4,4,430,8601,65.82%,7736,66.57%
Georgia,Waycross,4,3,431,8605,65.85%,7739,66.59%
Hawaii,Honolulu,4,3,432,8609,65.88%,7742,66.62%
Illinois,Caseyville,4,4,433,8613,65.91%,7746,66.66%
Illinois,Dolton,4,4,434,8617,65.94%,7750,66.69%
Illinois,Marion,4,3,435,8621,65.98%,7753,66.72%
Indiana,Elkhart,4,4,436,8625,66.01%,7757,66.75%
Indiana,Lafayette,4,3,437,8629,66.04%,7760,66.78%
Kansas,Overland Park,4,3,438,8633,66.07%,7763,66.80%
Kentucky,Corbin,4,1,439,8637,66.10%,7764,66.81%
Kentucky,London,4,3,440,8641,66.13%,7767,66.84%
Kentucky,Murray,4,3,441,8645,66.16%,7770,66.86%
Louisiana,Baton Rouge (Central),4,1,442,8649,66.19%,7771,66.87%
Louisiana,Breaux Bridge,4,2,443,8653,66.22%,7773,66.89%
Louisiana,Independence,4,2,444,8657,66.25%,7775,66.90%
Louisiana,Kenner,4,4,445,8661,66.28%,7779,66.94%
Louisiana,La Place (Laplace),4,3,446,8665,66.31%,7782,66.96%
Louisiana,Marrero,4,4,447,8669,66.34%,7786,67.00%
Louisiana,Metairie,4,3,448,8673,66.37%,7789,67.03%
Maryland,Germantown,4,3,449,8677,66.40%,7792,67.05%
Maryland,Parkville,4,2,450,8681,66.43%,7794,67.07%
Michigan,Benton Harbor,4,4,451,8685,66.47%,7798,67.10%
Michigan,Holland,4,3,452,8689,66.50%,7801,67.13%
Michigan,Kalamazoo,4,4,453,8693,66.53%,7805,67.16%
Michigan,Ypsilanti,4,4,454,8697,66.56%,7809,67.20%
Mississippi,Columbus,4,4,455,8701,66.59%,7813,67.23%
Mississippi,Ocean Springs,4,2,456,8705,66.62%,7815,67.25%
Missouri,Boone County,4,2,457,8709,66.65%,7817,67.27%
Missouri,Columbia,4,3,458,8713,66.68%,7820,67.29%
New Hampshire,Manchester,4,4,459,8717,66.71%,7824,67.33%
New Jersey,Long Branch,4,1,460,8721,66.74%,7825,67.33%
New Jersey,Plainfield,4,4,461,8725,66.77%,7829,67.37%
New Jersey,Pleasantville,4,4,462,8729,66.80%,7833,67.40%
New York,Mastic Beach,4,2,463,8733,66.83%,7835,67.42%
New York,Schenectady,4,4,464,8737,66.86%,7839,67.46%
New York,Yonkers,4,4,465,8741,66.89%,7843,67.49%
North Carolina,Chapel Hill,4,2,466,8745,66.92%,7845,67.51%
North Carolina,Clinton,4,4,467,8749,66.95%,7849,67.54%
North Carolina,Gaston (county),4,4,468,8753,66.99%,7853,67.58%
North Carolina,High Point,4,4,469,8757,67.02%,7857,67.61%
North Carolina,Hope Mills,4,3,470,8761,67.05%,7860,67.64%
North Carolina,Statesville,4,2,471,8765,67.08%,7862,67.65%
North Carolina,Stokes County,4,1,472,8769,67.11%,7863,67.66%
North Carolina,Tarboro,4,2,473,8773,67.14%,7865,67.68%
North Carolina,Wake Forest,4,4,474,8777,67.17%,7869,67.71%
North Carolina,Washington,4,3,475,8781,67.20%,7872,67.74%
Ohio,Avon,4,2,476,8785,67.23%,7874,67.76%
Ohio,Dayton (Trotwood),4,4,477,8789,67.26%,7878,67.79%
Oklahoma,Canadian (county),4,3,478,8793,67.29%,7881,67.82%
Oklahoma,Muskogee,4,3,479,8797,67.32%,7884,67.84%
Oklahoma,Oklahoma City (Midwest City),4,3,480,8801,67.35%,7887,67.87%
Oregon,Grants Pass,4,3,481,8805,67.38%,7890,67.89%
Pennsylvania,Pittsburgh (Wilkinsburg),4,4,482,8809,67.41%,7894,67.93%
South Carolina,Sumter,4,4,483,8813,67.44%,7898,67.96%
Tennessee,Bon Aqua,4,2,484,8817,67.48%,7900,67.98%
Tennessee,Johnson City,4,4,485,8821,67.51%,7904,68.01%
Texas,Abilene,4,4,486,8825,67.54%,7908,68.05%
Texas,Del Rio,4,4,487,8829,67.57%,7912,68.08%
Texas,Denton,4,3,488,8833,67.60%,7915,68.11%
Texas,Grand Prairie,4,3,489,8837,67.63%,7918,68.14%
Texas,Mesquite,4,4,490,8841,67.66%,7922,68.17%
Texas,Mission (Palmview),4,2,491,8845,67.69%,7924,68.19%
Texas,Pearland,4,2,492,8849,67.72%,7926,68.20%
Texas,Williamson (county),4,2,493,8853,67.75%,7928,68.22%
Utah,Logan,4,3,494,8857,67.78%,7931,68.25%
Utah,Roy,4,1,495,8861,67.81%,7932,68.26%
Utah,Salt Lake City (West Valley City),4,3,496,8865,67.84%,7935,68.28%
Vermont,Barre (Berlin),4,1,497,8869,67.87%,7936,68.29%
Virginia,Chesterfield,4,3,498,8873,67.90%,7939,68.32%
Virginia,Stafford,4,3,499,8877,67.93%,7942,68.34%
Washington,Bonney Lake,4,2,500,8881,67.97%,7944,68.36%
Washington,Manson,4,1,501,8885,68.00%,7945,68.37%
Wisconsin,Green Bay,4,4,502,8889,68.03%,7949,68.40%
Wisconsin,Madison,4,4,503,8893,68.06%,7953,68.44%
Wisconsin,Menasha,4,1,504,8897,68.09%,7954,68.45%
Alabama,Blount (county),3,2,505,8900,68.11%,7956,68.46%
Alabama,Brent,3,2,506,8903,68.13%,7958,68.48%
Alabama,Cherokee (county),3,1,507,8906,68.16%,7959,68.49%
Alabama,Cottonwood,3,1,508,8909,68.18%,7960,68.50%
Alabama,Gadsden,3,3,509,8912,68.20%,7963,68.52%
Alabama,Madison County,3,2,510,8915,68.23%,7965,68.54%
Alabama,Marshall (county),3,2,511,8918,68.25%,7967,68.56%
Alabama,Mc Calla (Mccalla),3,1,512,8921,68.27%,7968,68.57%
Alabama,Mobile (Prichard),3,3,513,8924,68.29%,7971,68.59%
Alabama,Muscle Shoals,3,2,514,8927,68.32%,7973,68.61%
Alabama,Sylacauga,3,3,515,8930,68.34%,7976,68.63%
Alabama,Tuscaloosa,3,3,516,8933,68.36%,7979,68.66%
Alaska,North Pole,3,3,517,8936,68.39%,7982,68.69%
Arizona,Avondale,3,3,518,8939,68.41%,7985,68.71%
Arizona,Cottonwood,3,3,519,8942,68.43%,7988,68.74%
Arizona,Kayenta,3,1,520,8945,68.45%,7989,68.75%
Arizona,Kingman,3,2,521,8948,68.48%,7991,68.76%
Arizona,Tonopah,3,2,522,8951,68.50%,7993,68.78%
Arkansas,Conway,3,2,523,8954,68.52%,7995,68.80%
Arkansas,Dumas,3,2,524,8957,68.55%,7997,68.82%
Arkansas,El Dorado,3,3,525,8960,68.57%,8000,68.84%
Arkansas,Garland (county),3,2,526,8963,68.59%,8002,68.86%
Arkansas,Maumelle,3,1,527,8966,68.62%,8003,68.87%
Arkansas,Springdale,3,3,528,8969,68.64%,8006,68.89%
California,Calaveras (county),3,1,529,8972,68.66%,8007,68.90%
California,Cathedral City,3,3,530,8975,68.68%,8010,68.93%
California,Citrus Heights,3,3,531,8978,68.71%,8013,68.95%
California,Coachella,3,3,532,8981,68.73%,8016,68.98%
California,Fremont,3,3,533,8984,68.75%,8019,69.00%
California,Gardena,3,3,534,8987,68.78%,8022,69.03%
California,Goshen,3,2,535,8990,68.80%,8024,69.05%
California,Greenwood,3,1,536,8993,68.82%,8025,69.06%
California,Hawaiian Gardens,3,3,537,8996,68.85%,8028,69.08%
California,Inglewood,3,3,538,8999,68.87%,8031,69.11%
California,La Puente,3,3,539,9002,68.89%,8034,69.13%
California,Livermore,3,2,540,9005,68.91%,8036,69.15%
California,Lynwood,3,3,541,9008,68.94%,8039,69.18%
California,North Highlands,3,3,542,9011,68.96%,8042,69.20%
California,Oceanside,3,3,543,9014,68.98%,8045,69.23%
California,Orange,3,2,544,9017,69.01%,8047,69.25%
California,Pacoima,3,2,545,9020,69.03%,8049,69.26%
California,Palm Springs,3,1,546,9023,69.05%,8050,69.27%
California,Palmdale,3,3,547,9026,69.07%,8053,69.30%
California,Panorama City,3,3,548,9029,69.10%,8056,69.32%
California,Pittsburg (Bay Point),3,3,549,9032,69.12%,8059,69.35%
California,San Marcos,3,2,550,9035,69.14%,8061,69.37%
California,Seaside (Sand City),3,2,551,9038,69.17%,8063,69.38%
California,South Gate,3,3,552,9041,69.19%,8066,69.41%
California,Union City,3,3,553,9044,69.21%,8069,69.43%
California,Warner Springs,3,1,554,9047,69.24%,8070,69.44%
California,Watsonville,3,3,555,9050,69.26%,8073,69.47%
California,Winton,3,2,556,9053,69.28%,8075,69.49%
Colorado,Fort Collins,3,2,557,9056,69.30%,8077,69.50%
Colorado,Summit County,3,2,558,9059,69.33%,8079,69.52%
Connecticut,Waterbury,3,3,559,9062,69.35%,8082,69.55%
Delaware,New Castle,3,3,560,9065,69.37%,8085,69.57%
Florida,Brandon,3,3,561,9068,69.40%,8088,69.60%
Florida,Delray Beach,3,3,562,9071,69.42%,8091,69.62%
Florida,East Palatka,3,1,563,9074,69.44%,8092,69.63%
Florida,Fernandina Beach,3,2,564,9077,69.47%,8094,69.65%
Florida,Gainesville,3,3,565,9080,69.49%,8097,69.68%
Florida,Hollywood (Miramar),3,3,566,9083,69.51%,8100,69.70%
Florida,Kissimmee,3,3,567,9086,69.53%,8103,69.73%
Florida,Leesburg,3,3,568,9089,69.56%,8106,69.75%
Florida,Margate,3,2,569,9092,69.58%,8108,69.77%
Florida,New Port Richey,3,1,570,9095,69.60%,8109,69.78%
Florida,Orange Park,3,3,571,9098,69.63%,8112,69.80%
Florida,Palm Beach Gardens,3,2,572,9101,69.65%,8114,69.82%
Florida,Pembroke Pines,3,3,573,9104,69.67%,8117,69.85%
Florida,Pine Hills,3,3,574,9107,69.69%,8120,69.87%
Florida,Plantation,3,3,575,9110,69.72%,8123,69.90%
Florida,Saint Augustine (St Augustine),3,2,576,9113,69.74%,8125,69.92%
Florida,Saint Cloud,3,2,577,9116,69.76%,8127,69.93%
Florida,Saint Petersburg (St Petersburg),3,3,578,9119,69.79%,8130,69.96%
Florida,Sanford,3,3,579,9122,69.81%,8133,69.99%
Florida,Sarasota,3,3,580,9125,69.83%,8136,70.01%
Georgia,Atlanta (Chamblee),3,2,581,9128,69.86%,8138,70.03%
Georgia,Carrollton,3,3,582,9131,69.88%,8141,70.05%
Georgia,Clarkston,3,3,583,9134,69.90%,8144,70.08%
Georgia,Cordele,3,3,584,9137,69.92%,8147,70.11%
Georgia,Eatonton,3,2,585,9140,69.95%,8149,70.12%
Georgia,Fairburn,3,3,586,9143,69.97%,8152,70.15%
Georgia,Hephzibah,3,3,587,9146,69.99%,8155,70.17%
Georgia,Hiram,3,2,588,9149,70.02%,8157,70.19%
Georgia,Mcdonough,3,2,589,9152,70.04%,8159,70.21%
Georgia,Newnan,3,3,590,9155,70.06%,8162,70.23%
Georgia,Powder Springs,3,2,591,9158,70.08%,8164,70.25%
Georgia,Tifton,3,2,592,9161,70.11%,8166,70.27%
Georgia,Varnell,3,1,593,9164,70.13%,8167,70.28%
Idaho,Moscow,3,1,594,9167,70.15%,8168,70.29%
Idaho,Twin Falls,3,3,595,9170,70.18%,8171,70.31%
Illinois,Alton,3,3,596,9173,70.20%,8174,70.34%
Illinois,Calumet City,3,3,597,9176,70.22%,8177,70.36%
Illinois,Elgin,3,3,598,9179,70.25%,8180,70.39%
Illinois,Evanston,3,3,599,9182,70.27%,8183,70.42%
Illinois,Galesburg,3,2,600,9185,70.29%,8185,70.43%
Illinois,Harvey,3,3,601,9188,70.31%,8188,70.46%
Illinois,Lovejoy (Brooklyn),3,3,602,9191,70.34%,8191,70.48%
Illinois,Quincy,3,3,603,9194,70.36%,8194,70.51%
Illinois,Rantoul,3,3,604,9197,70.38%,8197,70.54%
Indiana,Henry (county),3,1,605,9200,70.41%,8198,70.54%
Indiana,Paoli,3,1,606,9203,70.43%,8199,70.55%
Indiana,Richmond,3,3,607,9206,70.45%,8202,70.58%
Indiana,Terre Haute,3,3,608,9209,70.48%,8205,70.60%
Iowa,Burlington,3,3,609,9212,70.50%,8208,70.63%
Iowa,Waterloo,3,3,610,9215,70.52%,8211,70.66%
Kansas,Dodge City,3,1,611,9218,70.54%,8212,70.67%
Kansas,Fredonia,3,1,612,9221,70.57%,8213,70.67%
Kansas,Salina,3,3,613,9224,70.59%,8216,70.70%
Kentucky,Elizabethtown,3,3,614,9227,70.61%,8219,70.73%
Kentucky,Henderson,3,3,615,9230,70.64%,8222,70.75%
Kentucky,Irvine,3,2,616,9233,70.66%,8224,70.77%
Kentucky,Lawrenceburg,3,2,617,9236,70.68%,8226,70.79%
Kentucky,Owensboro,3,3,618,9239,70.70%,8229,70.81%
Kentucky,Pembroke,3,1,619,9242,70.73%,8230,70.82%
Kentucky,Somerset,3,3,620,9245,70.75%,8233,70.85%
Louisiana,Bogalusa,3,2,621,9248,70.77%,8235,70.86%
Louisiana,Chalmette,3,3,622,9251,70.80%,8238,70.89%
Louisiana,Denham Springs,3,3,623,9254,70.82%,8241,70.91%
Louisiana,Donaldsonville,3,2,624,9257,70.84%,8243,70.93%
Louisiana,Marksville,3,2,625,9260,70.87%,8245,70.95%
Louisiana,New Roads,3,2,626,9263,70.89%,8247,70.97%
Louisiana,Slidell,3,2,627,9266,70.91%,8249,70.98%
Louisiana,St. Tammany Parish,3,2,628,9269,70.93%,8251,71.00%
Louisiana,Tangipahoa Parish,3,2,629,9272,70.96%,8253,71.02%
Louisiana,West Monroe,3,3,630,9275,70.98%,8256,71.04%
Maryland,Anne Arundel (county),3,2,631,9278,71.00%,8258,71.06%
Maryland,Salisbury,3,3,632,9281,71.03%,8261,71.09%
Maryland,Severn,3,2,633,9284,71.05%,8263,71.10%
Maryland,Silver Spring,3,3,634,9287,71.07%,8266,71.13%
Maryland,Temple Hills,3,3,635,9290,71.10%,8269,71.16%
Maryland,Upper Marlboro (Largo),3,2,636,9293,71.12%,8271,71.17%
Massachusetts,Holyoke,3,3,637,9296,71.14%,8274,71.20%
Massachusetts,Lawrence,3,2,638,9299,71.16%,8276,71.22%
Massachusetts,Revere,3,2,639,9302,71.19%,8278,71.23%
Michigan,Dearborn,3,2,640,9305,71.21%,8280,71.25%
Michigan,Dorr Township,3,1,641,9308,71.23%,8281,71.26%
Michigan,Doyle Township,3,1,642,9311,71.26%,8282,71.27%
Michigan,Jackson,3,3,643,9314,71.28%,8285,71.29%
Michigan,Marquette Township,3,1,644,9317,71.30%,8286,71.30%
Michigan,Pontiac,3,3,645,9320,71.32%,8289,71.33%
Michigan,Sterling Heights,3,2,646,9323,71.35%,8291,71.34%
Michigan,Taylor,3,2,647,9326,71.37%,8293,71.36%
Michigan,Wyoming,3,2,648,9329,71.39%,8295,71.38%
Minnesota,Saint Paul (Apple Valley),3,1,649,9332,71.42%,8296,71.39%
Minnesota,Saint Paul (Maplewood),3,3,650,9335,71.44%,8299,71.41%
Minnesota,Winona,3,2,651,9338,71.46%,8301,71.43%
Mississippi,Biloxi,3,3,652,9341,71.49%,8304,71.46%
Mississippi,Cleveland,3,1,653,9344,71.51%,8305,71.47%
Mississippi,Marion County,3,1,654,9347,71.53%,8306,71.47%
Mississippi,Natchez,3,3,655,9350,71.55%,8309,71.50%
Mississippi,Wayne (county),3,1,656,9353,71.58%,8310,71.51%
Missouri,Cape Girardeau,3,3,657,9356,71.60%,8313,71.53%
Missouri,Christian County,3,1,658,9359,71.62%,8314,71.54%
Missouri,Hazelwood,3,3,659,9362,71.65%,8317,71.57%
Missouri,Joplin,3,3,660,9365,71.67%,8320,71.59%
Missouri,Saint Joseph,3,3,661,9368,71.69%,8323,71.62%
Missouri,Saint Louis (Berkeley),3,3,662,9371,71.72%,8326,71.65%
Missouri,Saint Louis (University City),3,3,663,9374,71.74%,8329,71.67%
Missouri,Saint Louis (Wellston),3,3,664,9377,71.76%,8332,71.70%
Montana,Missoula,3,1,665,9380,71.78%,8333,71.71%
Nevada,Sparks,3,2,666,9383,71.81%,8335,71.72%
New Hampshire,Bedford,3,1,667,9386,71.83%,8336,71.73%
New Jersey,Asbury Park,3,3,668,9389,71.85%,8339,71.76%
New Jersey,Atlantic City,3,3,669,9392,71.88%,8342,71.78%
New Jersey,Bridgeton,3,3,670,9395,71.90%,8345,71.81%
New Jersey,Edgewater,3,1,671,9398,71.92%,8346,71.82%
New Jersey,Passaic,3,2,672,9401,71.94%,8348,71.84%
New Jersey,Warren,3,1,673,9404,71.97%,8349,71.84%
New Mexico,Alamogordo,3,2,674,9407,71.99%,8351,71.86%
New Mexico,Deming,3,2,675,9410,72.01%,8353,71.88%
New Mexico,Dulce,3,2,676,9413,72.04%,8355,71.90%
New Mexico,Los Lunas,3,2,677,9416,72.06%,8357,71.91%
New Mexico,Rio Rancho,3,2,678,9419,72.08%,8359,71.93%
New York,Albany,3,3,679,9422,72.11%,8362,71.96%
New York,Harrison,3,1,680,9425,72.13%,8363,71.96%
New York,Mount Vernon,3,2,681,9428,72.15%,8365,71.98%
New York,Newburgh,3,3,682,9431,72.17%,8368,72.01%
New York,Troy,3,3,683,9434,72.20%,8371,72.03%
New York,Utica,3,3,684,9437,72.22%,8374,72.06%
New York,Wading River,3,1,685,9440,72.24%,8375,72.07%
North Carolina,Burlington,3,3,686,9443,72.27%,8378,72.09%
North Carolina,Clayton,3,2,687,9446,72.29%,8380,72.11%
North Carolina,Columbus (county),3,3,688,9449,72.31%,8383,72.14%
North Carolina,Davidson (county),3,2,689,9452,72.33%,8385,72.15%
North Carolina,Laurinburg,3,3,690,9455,72.36%,8388,72.18%
North Carolina,Monroe,3,3,691,9458,72.38%,8391,72.21%
North Carolina,New Bern,3,3,692,9461,72.40%,8394,72.23%
North Carolina,Reidsville,3,3,693,9464,72.43%,8397,72.26%
North Carolina,Rowland,3,2,694,9467,72.45%,8399,72.27%
North Carolina,Shelby,3,3,695,9470,72.47%,8402,72.30%
North Carolina,Wilson,3,2,696,9473,72.50%,8404,72.32%
North Dakota,Bismarck,3,2,697,9476,72.52%,8406,72.33%
Ohio,Cincinnati (Colerain Township),3,2,698,9479,72.54%,8408,72.35%
Ohio,Euclid,3,3,699,9482,72.56%,8411,72.38%
Ohio,Hamilton,3,3,700,9485,72.59%,8414,72.40%
Ohio,Lancaster,3,2,701,9488,72.61%,8416,72.42%
Ohio,Mansfield,3,3,702,9491,72.63%,8419,72.45%
Ohio,Medina,3,1,703,9494,72.66%,8420,72.46%
Ohio,North Ridgeville,3,2,704,9497,72.68%,8422,72.47%
Oklahoma,Ardmore,3,3,705,9500,72.70%,8425,72.50%
Oklahoma,Atoka County,3,1,706,9503,72.73%,8426,72.51%
Oklahoma,Chickasha,3,2,707,9506,72.75%,8428,72.52%
Oklahoma,Norman,3,2,708,9509,72.77%,8430,72.54%
Oklahoma,Webbers Falls,3,1,709,9512,72.79%,8431,72.55%
Oregon,Albany,3,3,710,9515,72.82%,8434,72.58%
Oregon,Hillsboro,3,3,711,9518,72.84%,8437,72.60%
Oregon,Medford,3,3,712,9521,72.86%,8440,72.63%
Oregon,Myrtle Creek,3,2,713,9524,72.89%,8442,72.64%
Oregon,Portland (Tigard),3,3,714,9527,72.91%,8445,72.67%
Oregon,Veneta,3,1,715,9530,72.93%,8446,72.68%
Pennsylvania,Clairton,3,3,716,9533,72.95%,8449,72.70%
Pennsylvania,Hatfield,3,1,717,9536,72.98%,8450,72.71%
Pennsylvania,Norristown,3,2,718,9539,73.00%,8452,72.73%
Pennsylvania,Shamokin,3,1,719,9542,73.02%,8453,72.74%
Pennsylvania,Sharon,3,2,720,9545,73.05%,8455,72.76%
Pennsylvania,Shermans Dale,3,1,721,9548,73.07%,8456,72.76%
Pennsylvania,Wilkes Barre,3,3,722,9551,73.09%,8459,72.79%
Pennsylvania,York (county),3,1,723,9554,73.12%,8460,72.80%
South Carolina,Aiken,3,3,724,9557,73.14%,8463,72.83%
South Carolina,Chesnee,3,3,725,9560,73.16%,8466,72.85%
South Carolina,Conway,3,3,726,9563,73.18%,8469,72.88%
South Carolina,Elgin,3,2,727,9566,73.21%,8471,72.89%
South Carolina,Hilton Head Island,3,3,728,9569,73.23%,8474,72.92%
South Carolina,Ladson,3,3,729,9572,73.25%,8477,72.95%
South Carolina,Piedmont,3,3,730,9575,73.28%,8480,72.97%
South Carolina,Richland (county),3,3,731,9578,73.30%,8483,73.00%
South Carolina,Ridgeville,3,2,732,9581,73.32%,8485,73.01%
South Carolina,Taylors,3,3,733,9584,73.35%,8488,73.04%
South Carolina,Wadmalaw Island,3,1,734,9587,73.37%,8489,73.05%
South Carolina,West Columbia,3,3,735,9590,73.39%,8492,73.07%
South Dakota,Rapid City,3,3,736,9593,73.41%,8495,73.10%
Tennessee,Athens,3,2,737,9596,73.44%,8497,73.12%
Tennessee,Bristol,3,1,738,9599,73.46%,8498,73.13%
Tennessee,Erwin,3,2,739,9602,73.48%,8500,73.14%
Tennessee,Jonesborough,3,1,740,9605,73.51%,8501,73.15%
Tennessee,Lafayette,3,2,741,9608,73.53%,8503,73.17%
Texas,Baytown,3,3,742,9611,73.55%,8506,73.20%
Texas,Beeville,3,1,743,9614,73.57%,8507,73.20%
Texas,Cedar Hill,3,2,744,9617,73.60%,8509,73.22%
Texas,Converse,3,3,745,9620,73.62%,8512,73.25%
Texas,Donna,3,2,746,9623,73.64%,8514,73.26%
Texas,Lewisville,3,3,747,9626,73.67%,8517,73.29%
Texas,Marshall,3,3,748,9629,73.69%,8520,73.32%
Texas,Mckinney,3,3,749,9632,73.71%,8523,73.34%
Texas,Palestine,3,2,750,9635,73.74%,8525,73.36%
Texas,Paris,3,3,751,9638,73.76%,8528,73.38%
Texas,Port Arthur,3,3,752,9641,73.78%,8531,73.41%
Texas,San Angelo,3,3,753,9644,73.80%,8534,73.44%
Texas,Spring,3,2,754,9647,73.83%,8536,73.45%
Texas,Sugar Land,3,2,755,9650,73.85%,8538,73.47%
Texas,Taylor,3,2,756,9653,73.87%,8540,73.49%
Texas,Texarkana,3,3,757,9656,73.90%,8543,73.51%
Texas,Texas City,3,3,758,9659,73.92%,8546,73.54%
Texas,Travis (county),3,2,759,9662,73.94%,8548,73.56%
Texas,Weatherford,3,3,760,9665,73.96%,8551,73.58%
Utah,Salt Lake City (Millcreek),3,2,761,9668,73.99%,8553,73.60%
Vermont,Burlington,3,3,762,9671,74.01%,8556,73.63%
Virginia,Ashburn,3,2,763,9674,74.03%,8558,73.64%
Virginia,Christiansburg,3,2,764,9677,74.06%,8560,73.66%
Virginia,Fredericksburg,3,3,765,9680,74.08%,8563,73.69%
Virginia,Henrico,3,3,766,9683,74.10%,8566,73.71%
Virginia,Moneta,3,1,767,9686,74.13%,8567,73.72%
Washington,Bellingham,3,2,768,9689,74.15%,8569,73.74%
Washington,Colbert,3,1,769,9692,74.17%,8570,73.75%
Washington,Federal Way,3,3,770,9695,74.19%,8573,73.77%
Washington,Lynnwood,3,2,771,9698,74.22%,8575,73.79%
Washington,Mount Vernon,3,2,772,9701,74.24%,8577,73.81%
Washington,Puyallup,3,2,773,9704,74.26%,8579,73.82%
Washington,Seattle (Seatac),3,3,774,9707,74.29%,8582,73.85%
Washington,Shelton,3,2,775,9710,74.31%,8584,73.87%
Washington,Sunnyside,3,3,776,9713,74.33%,8587,73.89%
Washington,Toppenish,3,2,777,9716,74.36%,8589,73.91%
Washington,Vancouver,3,3,778,9719,74.38%,8592,73.94%
Washington,Vancouver (Hazel Dell),3,1,779,9722,74.40%,8593,73.94%
West Virginia,Huntington,3,3,780,9725,74.42%,8596,73.97%
West Virginia,Marlinton,3,2,781,9728,74.45%,8598,73.99%
Wisconsin,Ashland,3,1,782,9731,74.47%,8599,74.00%
Wisconsin,Racine,3,3,783,9734,74.49%,8602,74.02%
Wisconsin,Waukesha,3,3,784,9737,74.52%,8605,74.05%
Alabama,Birmingham (Ensley),2,2,785,9739,74.53%,8607,74.06%
Alabama,Birmingham (Hoover),2,2,786,9741,74.55%,8609,74.08%
Alabama,Clanton,2,2,787,9743,74.56%,8611,74.10%
Alabama,Cleburne (county),2,1,788,9745,74.58%,8612,74.11%
Alabama,Coosa (county),2,1,789,9747,74.59%,8613,74.12%
Alabama,Cuba,2,1,790,9749,74.61%,8614,74.12%
Alabama,Dothan,2,2,791,9751,74.62%,8616,74.14%
Alabama,Elmore,2,2,792,9753,74.64%,8618,74.16%
Alabama,Enterprise,2,1,793,9755,74.65%,8619,74.17%
Alabama,Hoover,2,2,794,9757,74.67%,8621,74.18%
Alabama,Jacksonville,2,1,795,9759,74.68%,8622,74.19%
Alabama,Lauderdale (county),2,1,796,9761,74.70%,8623,74.20%
Alabama,Limestone County,2,2,797,9763,74.71%,8625,74.22%
Alabama,Lincoln,2,1,798,9765,74.73%,8626,74.23%
Alabama,Madison,2,1,799,9767,74.75%,8627,74.24%
Alabama,Madison (county),2,2,800,9769,74.76%,8629,74.25%
Alabama,Morgan (county),2,1,801,9771,74.78%,8630,74.26%
Alabama,Tallapoosa (county),2,1,802,9773,74.79%,8631,74.27%
Alabama,Troy,2,2,803,9775,74.81%,8633,74.29%
Alabama,Trussville,2,1,804,9777,74.82%,8634,74.30%
Alabama,Tuscaloosa (county),2,1,805,9779,74.84%,8635,74.31%
Alabama,York,2,2,806,9781,74.85%,8637,74.32%
Alaska,Douglas,2,1,807,9783,74.87%,8638,74.33%
Alaska,Eagle River,2,2,808,9785,74.88%,8640,74.35%
Alaska,Juneau,2,2,809,9787,74.90%,8642,74.37%
Alaska,Talkeetna,2,1,810,9789,74.91%,8643,74.37%
Alaska,Wasilla,2,2,811,9791,74.93%,8645,74.39%
Arizona,Bisbee,2,2,812,9793,74.94%,8647,74.41%
Arizona,Buckeye,2,2,813,9795,74.96%,8649,74.43%
Arizona,Chandler,2,2,814,9797,74.98%,8651,74.44%
Arizona,Flagstaff,2,2,815,9799,74.99%,8653,74.46%
Arizona,Fountain Hills,2,1,816,9801,75.01%,8654,74.47%
Arizona,Gila Bend,2,1,817,9803,75.02%,8655,74.48%
Arizona,Marana,2,2,818,9805,75.04%,8657,74.49%
Arizona,Peoria,2,2,819,9807,75.05%,8659,74.51%
Arizona,Pima (county),2,2,820,9809,75.07%,8661,74.53%
Arizona,Red Valley,2,1,821,9811,75.08%,8662,74.54%
Arizona,Sun City,2,2,822,9813,75.10%,8664,74.55%
Arizona,Tuscon,2,1,823,9815,75.11%,8665,74.56%
Arizona,Yuma,2,2,824,9817,75.13%,8667,74.58%
Arkansas,Barling,2,1,825,9819,75.14%,8668,74.59%
Arkansas,Boone County,2,1,826,9821,75.16%,8669,74.60%
Arkansas,England,2,1,827,9823,75.17%,8670,74.61%
Arkansas,Fayetteville,2,1,828,9825,75.19%,8671,74.61%
Arkansas,Forrest City,2,2,829,9827,75.20%,8673,74.63%
Arkansas,Fort Smith,2,2,830,9829,75.22%,8675,74.65%
Arkansas,Hot Springs National Park (Hot Springs),2,2,831,9831,75.24%,8677,74.67%
Arkansas,Lead Hill,2,1,832,9833,75.25%,8678,74.68%
Arkansas,Mountain Home,2,1,833,9835,75.27%,8679,74.68%
